Speed (m/s),Order ID,Place
6,0,Metropolis
6,1,Epsom Train Station
6,2,The Clock Tower
6,3,Epsom Methodist Scout Group
6,4,Epsom Playhouse
6,5,Epsom Hospital
6,6,Jolly Cooper Pub
6,7,Epsom Well
6,8,Little Acres Lodge
6,9,Hobbledown Farm
6,10,Long Grove Skate Park
6,11,Adventure Golf
6,12,Danetree Primary School
6,13,Harrier Centre
6,14,Ewell Court House
6,15,Stoneleigh Train Station
6,16,Nonsuch Mansion House
6,17,Nonsuch
6,18,Ewell East Train Station
6,19,Nescott College
6,20,The Watch House
6,21,Ewell West Train Station
6,22,Nova Forca
6,23,Glyn School
6,24,Opposite Pets at Home
6,25,Dominos (Epsom)
6,26,Epsom Odeon
6,27,Metropolis
6.1,0,Metropolis
6.1,1,Epsom Train Station
6.1,2,The Clock Tower
6.1,3,Epsom Town Hall
6.1,4,Epsom Methodist Scout Group
6.1,5,Epsom Playhouse
6.1,6,Epsom Hospital
6.1,7,Jolly Cooper Pub
6.1,8,Epsom Well
6.1,9,Little Acres Lodge
6.1,10,Hobbledown Farm
6.1,11,Long Grove Skate Park
6.1,12,Adventure Golf
6.1,13,Danetree Primary School
6.1,14,Harrier Centre
6.1,15,Ewell Court House
6.1,16,Stoneleigh Train Station
6.1,17,Nonsuch Mansion House
6.1,18,Nonsuch
6.1,19,Ewell East Train Station
6.1,20,Nescott College
6.1,21,Ntunetta (Ewell)
6.1,22,The Watch House
6.1,23,Ewell West Train Station
6.1,24,Nova Forca
6.1,25,Glyn School
6.1,26,Opposite Pets at Home
6.1,27,Epsom Odeon
6.1,28,Metropolis
6.2,0,Metropolis
6.2,1,Epsom Train Station
6.2,2,The Clock Tower
6.2,3,Epsom Town Hall
6.2,4,Epsom Methodist Scout Group
6.2,5,Epsom Playhouse
6.2,6,Epsom Hospital
6.2,7,Jolly Cooper Pub
6.2,8,Epsom Well
6.2,9,Little Acres Lodge
6.2,10,Hobbledown Farm
6.2,11,Long Grove Skate Park
6.2,12,Adventure Golf
6.2,13,Danetree Primary School
6.2,14,Harrier Centre
6.2,15,Ewell Court House
6.2,16,Stoneleigh Train Station
6.2,17,Nonsuch Mansion House
6.2,18,Nonsuch
6.2,19,Ewell East Train Station
6.2,20,Nescott College
6.2,21,Ntunetta (Ewell)
6.2,22,The Watch House
6.2,23,Ewell West Train Station
6.2,24,Nova Forca
6.2,25,Glyn School
6.2,26,Opposite Pets at Home
6.2,27,Epsom Odeon
6.2,28,Metropolis
6.3,0,Metropolis
6.3,1,Epsom Train Station
6.3,2,The Clock Tower
6.3,3,Epsom Town Hall
6.3,4,Epsom Methodist Scout Group
6.3,5,Epsom Playhouse
6.3,6,Epsom Hospital
6.3,7,Jolly Cooper Pub
6.3,8,Epsom Well
6.3,9,Little Acres Lodge
6.3,10,Hobbledown Farm
6.3,11,Long Grove Skate Park
6.3,12,Adventure Golf
6.3,13,Danetree Primary School
6.3,14,Harrier Centre
6.3,15,Ewell Court House
6.3,16,Stoneleigh Train Station
6.3,17,Nonsuch Mansion House
6.3,18,Nonsuch
6.3,19,Ewell East Train Station
6.3,20,Nescott College
6.3,21,The Watch House
6.3,22,Ewell West Train Station
6.3,23,Nova Forca
6.3,24,Glyn School
6.3,25,Opposite Pets at Home
6.3,26,Epsom Odeon
6.3,27,Dominos (Epsom)
6.3,28,Metropolis
6.4,0,Metropolis
6.4,1,Epsom Odeon
6.4,2,Dominos (Epsom)
6.4,3,Opposite Pets at Home
6.4,4,Glyn School
6.4,5,Nova Forca
6.4,6,Ewell West Train Station
6.4,7,The Watch House
6.4,8,Nescott College
6.4,9,Ewell East Train Station
6.4,10,Nonsuch
6.4,11,Nonsuch Mansion House
6.4,12,Stoneleigh Train Station
6.4,13,Ewell Court House
6.4,14,Harrier Centre
6.4,15,Danetree Primary School
6.4,16,Adventure Golf
6.4,17,Long Grove Skate Park
6.4,18,Hobbledown Farm
6.4,19,Little Acres Lodge
6.4,20,Epsom Well
6.4,21,Jolly Cooper Pub
6.4,22,Epsom Hospital
6.4,23,Epsom Playhouse
6.4,24,Epsom Methodist Scout Group
6.4,25,Epsom Town Hall
6.4,26,The Clock Tower
6.4,27,Epsom Train Station
6.4,28,Metropolis
6.5,0,Metropolis
6.5,1,Epsom Train Station
6.5,2,The Clock Tower
6.5,3,Epsom Town Hall
6.5,4,Epsom Methodist Scout Group
6.5,5,Epsom Playhouse
6.5,6,Epsom Hospital
6.5,7,Jolly Cooper Pub
6.5,8,Epsom Well
6.5,9,Little Acres Lodge
6.5,10,Hobbledown Farm
6.5,11,Long Grove Skate Park
6.5,12,Adventure Golf
6.5,13,Danetree Primary School
6.5,14,Harrier Centre
6.5,15,Ewell Court House
6.5,16,Stoneleigh Train Station
6.5,17,Nonsuch Mansion House
6.5,18,Nonsuch
6.5,19,Ewell East Train Station
6.5,20,Nescott College
6.5,21,The Watch House
6.5,22,Ewell West Train Station
6.5,23,Nova Forca
6.5,24,Glyn School
6.5,25,Opposite Pets at Home
6.5,26,Dominos (Epsom)
6.5,27,Epsom Odeon
6.5,28,Metropolis
6.6,0,Metropolis
6.6,1,Epsom Odeon
6.6,2,Opposite Pets at Home
6.6,3,Glyn School
6.6,4,Nova Forca
6.6,5,Ewell West Train Station
6.6,6,The Watch House
6.6,7,Ntunetta (Ewell)
6.6,8,Nescott College
6.6,9,Ewell East Train Station
6.6,10,Nonsuch
6.6,11,Nonsuch Mansion House
6.6,12,Stoneleigh Train Station
6.6,13,Ewell Court House
6.6,14,Harrier Centre
6.6,15,Danetree Primary School
6.6,16,Adventure Golf
6.6,17,Long Grove Skate Park
6.6,18,Hobbledown Farm
6.6,19,Little Acres Lodge
6.6,20,Epsom Well
6.6,21,Jolly Cooper Pub
6.6,22,Epsom Hospital
6.6,23,Epsom Playhouse
6.6,24,Epsom Methodist Scout Group
6.6,25,Epsom Town Hall
6.6,26,The Clock Tower
6.6,27,Epsom Train Station
6.6,28,Metropolis
6.7,0,Metropolis
6.7,1,Epsom Train Station
6.7,2,The Clock Tower
6.7,3,Epsom Town Hall
6.7,4,Epsom Methodist Scout Group
6.7,5,Epsom Playhouse
6.7,6,Epsom Hospital
6.7,7,Jolly Cooper Pub
6.7,8,Epsom Well
6.7,9,Little Acres Lodge
6.7,10,Hobbledown Farm
6.7,11,Long Grove Skate Park
6.7,12,Adventure Golf
6.7,13,Danetree Primary School
6.7,14,Harrier Centre
6.7,15,Ewell Court House
6.7,16,Stoneleigh Train Station
6.7,17,Nonsuch Mansion House
6.7,18,Nonsuch
6.7,19,Ewell East Train Station
6.7,20,Nescott College
6.7,21,The Watch House
6.7,22,Ewell West Train Station
6.7,23,Nova Forca
6.7,24,Glyn School
6.7,25,Opposite Pets at Home
6.7,26,Epsom Odeon
6.7,27,Dominos (Epsom)
6.7,28,Metropolis
6.8,0,Metropolis
6.8,1,Epsom Train Station
6.8,2,The Clock Tower
6.8,3,Epsom Town Hall
6.8,4,Epsom Methodist Scout Group
6.8,5,Epsom Playhouse
6.8,6,Epsom Hospital
6.8,7,Jolly Cooper Pub
6.8,8,Epsom Well
6.8,9,Little Acres Lodge
6.8,10,Hobbledown Farm
6.8,11,Long Grove Skate Park
6.8,12,Adventure Golf
6.8,13,Danetree Primary School
6.8,14,Harrier Centre
6.8,15,Ewell Court House
6.8,16,Stoneleigh Train Station
6.8,17,Nonsuch Mansion House
6.8,18,Nonsuch
6.8,19,Ewell East Train Station
6.8,20,Nescott College
6.8,21,The Watch House
6.8,22,Ewell West Train Station
6.8,23,Nova Forca
6.8,24,Glyn School
6.8,25,Opposite Pets at Home
6.8,26,Dominos (Epsom)
6.8,27,Epsom Odeon
6.8,28,Metropolis
6.9,0,Metropolis
6.9,1,Epsom Odeon
6.9,2,Opposite Pets at Home
6.9,3,Glyn School
6.9,4,Nova Forca
6.9,5,Ewell West Train Station
6.9,6,The Watch House
6.9,7,Ntunetta (Ewell)
6.9,8,Nescott College
6.9,9,Ewell East Train Station
6.9,10,Nonsuch
6.9,11,Nonsuch Mansion House
6.9,12,Stoneleigh Train Station
6.9,13,Ewell Court House
6.9,14,Harrier Centre
6.9,15,Danetree Primary School
6.9,16,Adventure Golf
6.9,17,Hobbledown Farm
6.9,18,Little Acres Lodge
6.9,19,Epsom Well
6.9,20,Jolly Cooper Pub
6.9,21,Epsom Hospital
6.9,22,Epsom Racecourse
6.9,23,Epsom Town Hall
6.9,24,Epsom Methodist Scout Group
6.9,25,Epsom Playhouse
6.9,26,The Clock Tower
6.9,27,Epsom Train Station
6.9,28,Metropolis
7,0,Metropolis
7,1,Epsom Train Station
7,2,The Clock Tower
7,3,Epsom Town Hall
7,4,Epsom Methodist Scout Group
7,5,Epsom Racecourse
7,6,Epsom Hospital
7,7,Jolly Cooper Pub
7,8,Epsom Well
7,9,Little Acres Lodge
7,10,Hobbledown Farm
7,11,Long Grove Skate Park
7,12,Adventure Golf
7,13,Danetree Primary School
7,14,Harrier Centre
7,15,Ewell Court House
7,16,Stoneleigh Train Station
7,17,Nonsuch Mansion House
7,18,Nonsuch
7,19,Ewell East Train Station
7,20,Nescott College
7,21,Ntunetta (Ewell)
7,22,The Watch House
7,23,Ewell West Train Station
7,24,Nova Forca
7,25,Glyn School
7,26,Metropolis
7.1,0,Metropolis
7.1,1,Dominos (Epsom)
7.1,2,Epsom Odeon
7.1,3,Opposite Pets at Home
7.1,4,Glyn School
7.1,5,Nova Forca
7.1,6,Ewell West Train Station
7.1,7,The Watch House
7.1,8,Nescott College
7.1,9,Ewell East Train Station
7.1,10,Nonsuch
7.1,11,Nonsuch Mansion House
7.1,12,Stoneleigh Train Station
7.1,13,Ewell Court House
7.1,14,Harrier Centre
7.1,15,Danetree Primary School
7.1,16,Adventure Golf
7.1,17,Long Grove Skate Park
7.1,18,Hobbledown Farm
7.1,19,Little Acres Lodge
7.1,20,Epsom Well
7.1,21,Jolly Cooper Pub
7.1,22,Epsom Hospital
7.1,23,Epsom Racecourse
7.1,24,Epsom Methodist Scout Group
7.1,25,Epsom Town Hall
7.1,26,The Clock Tower
7.1,27,Epsom Train Station
7.1,28,Metropolis
7.2,0,Metropolis
7.2,1,Epsom Train Station
7.2,2,The Clock Tower
7.2,3,Epsom Playhouse
7.2,4,Epsom Methodist Scout Group
7.2,5,Epsom Town Hall
7.2,6,Epsom Racecourse
7.2,7,Epsom Hospital
7.2,8,Jolly Cooper Pub
7.2,9,Epsom Well
7.2,10,Little Acres Lodge
7.2,11,Hobbledown Farm
7.2,12,Long Grove Skate Park
7.2,13,Adventure Golf
7.2,14,Danetree Primary School
7.2,15,Harrier Centre
7.2,16,Ewell Court House
7.2,17,Stoneleigh Train Station
7.2,18,Nonsuch Mansion House
7.2,19,Nonsuch
7.2,20,Ewell East Train Station
7.2,21,Nescott College
7.2,22,Ntunetta (Ewell)
7.2,23,The Watch House
7.2,24,Ewell West Train Station
7.2,25,Nova Forca
7.2,26,Glyn School
7.2,27,Opposite Pets at Home
7.2,28,Metropolis
7.3,0,Metropolis
7.3,1,Epsom Odeon
7.3,2,Dominos (Epsom)
7.3,3,Opposite Pets at Home
7.3,4,Glyn School
7.3,5,Nova Forca
7.3,6,Ewell West Train Station
7.3,7,The Watch House
7.3,8,Nescott College
7.3,9,Ewell East Train Station
7.3,10,Nonsuch
7.3,11,Nonsuch Mansion House
7.3,12,Stoneleigh Train Station
7.3,13,Ewell Court House
7.3,14,Harrier Centre
7.3,15,Danetree Primary School
7.3,16,Adventure Golf
7.3,17,Long Grove Skate Park
7.3,18,Hobbledown Farm
7.3,19,Little Acres Lodge
7.3,20,Epsom Well
7.3,21,Jolly Cooper Pub
7.3,22,Epsom Hospital
7.3,23,Epsom Racecourse
7.3,24,Epsom Town Hall
7.3,25,Epsom Methodist Scout Group
7.3,26,Epsom Playhouse
7.3,27,The Clock Tower
7.3,28,Epsom Train Station
7.3,29,Metropolis
7.4,0,Metropolis
7.4,1,Epsom Train Station
7.4,2,The Clock Tower
7.4,3,Epsom Playhouse
7.4,4,Epsom Methodist Scout Group
7.4,5,Epsom Town Hall
7.4,6,Epsom Racecourse
7.4,7,Epsom Hospital
7.4,8,Jolly Cooper Pub
7.4,9,Epsom Well
7.4,10,Little Acres Lodge
7.4,11,Hobbledown Farm
7.4,12,Long Grove Skate Park
7.4,13,Adventure Golf
7.4,14,Danetree Primary School
7.4,15,Harrier Centre
7.4,16,Ewell Court House
7.4,17,Stoneleigh Train Station
7.4,18,Nonsuch Mansion House
7.4,19,Nonsuch
7.4,20,Ewell East Train Station
7.4,21,Nescott College
7.4,22,The Watch House
7.4,23,Ewell West Train Station
7.4,24,Nova Forca
7.4,25,Glyn School
7.4,26,Opposite Pets at Home
7.4,27,Epsom Odeon
7.4,28,Dominos (Epsom)
7.4,29,Metropolis
7.5,0,Metropolis
7.5,1,Epsom Train Station
7.5,2,The Clock Tower
7.5,3,Epsom Playhouse
7.5,4,Epsom Methodist Scout Group
7.5,5,Epsom Town Hall
7.5,6,Epsom Racecourse
7.5,7,Epsom Hospital
7.5,8,Jolly Cooper Pub
7.5,9,Epsom Well
7.5,10,Little Acres Lodge
7.5,11,Hobbledown Farm
7.5,12,Long Grove Skate Park
7.5,13,Adventure Golf
7.5,14,Danetree Primary School
7.5,15,Harrier Centre
7.5,16,Ewell Court House
7.5,17,Stoneleigh Train Station
7.5,18,Nonsuch Mansion House
7.5,19,Nonsuch
7.5,20,Ewell East Train Station
7.5,21,Nescott College
7.5,22,The Watch House
7.5,23,Ewell West Train Station
7.5,24,Nova Forca
7.5,25,Glyn School
7.5,26,Opposite Pets at Home
7.5,27,Epsom Odeon
7.5,28,Dominos (Epsom)
7.5,29,Metropolis
7.6,0,Metropolis
7.6,1,Epsom Odeon
7.6,2,Dominos (Epsom)
7.6,3,Opposite Pets at Home
7.6,4,Glyn School
7.6,5,Nova Forca
7.6,6,Ewell West Train Station
7.6,7,The Watch House
7.6,8,Ntunetta (Ewell)
7.6,9,Nescott College
7.6,10,Ewell East Train Station
7.6,11,Nonsuch
7.6,12,Nonsuch Mansion House
7.6,13,Stoneleigh Train Station
7.6,14,Ewell Court House
7.6,15,Harrier Centre
7.6,16,Danetree Primary School
7.6,17,Adventure Golf
7.6,18,Long Grove Skate Park
7.6,19,Hobbledown Farm
7.6,20,Little Acres Lodge
7.6,21,Epsom Well
7.6,22,Jolly Cooper Pub
7.6,23,Epsom Hospital
7.6,24,Epsom Racecourse
7.6,25,Epsom Town Hall
7.6,26,Epsom Methodist Scout Group
7.6,27,Epsom Playhouse
7.6,28,The Clock Tower
7.6,29,Epsom Train Station
7.6,30,Metropolis
7.7,0,Metropolis
7.7,1,Epsom Odeon
7.7,2,Opposite Pets at Home
7.7,3,Glyn School
7.7,4,Nova Forca
7.7,5,Ewell West Train Station
7.7,6,The Watch House
7.7,7,Ntunetta (Ewell)
7.7,8,Nescott College
7.7,9,Ewell East Train Station
7.7,10,Nonsuch
7.7,11,Nonsuch Mansion House
7.7,12,Stoneleigh Train Station
7.7,13,Ewell Court House
7.7,14,Harrier Centre
7.7,15,Danetree Primary School
7.7,16,Adventure Golf
7.7,17,Long Grove Skate Park
7.7,18,Hobbledown Farm
7.7,19,Little Acres Lodge
7.7,20,Epsom Well
7.7,21,Jolly Cooper Pub
7.7,22,Epsom Hospital
7.7,23,Epsom Racecourse
7.7,24,Epsom Town Hall
7.7,25,Epsom Methodist Scout Group
7.7,26,Epsom Playhouse
7.7,27,The Clock Tower
7.7,28,Epsom Train Station
7.7,29,Metropolis
7.8,0,Metropolis
7.8,1,Epsom Train Station
7.8,2,The Clock Tower
7.8,3,Epsom Playhouse
7.8,4,Epsom Methodist Scout Group
7.8,5,Epsom Town Hall
7.8,6,Epsom Racecourse
7.8,7,Epsom Hospital
7.8,8,Jolly Cooper Pub
7.8,9,Epsom Well
7.8,10,Little Acres Lodge
7.8,11,Hobbledown Farm
7.8,12,Long Grove Skate Park
7.8,13,Adventure Golf
7.8,14,Danetree Primary School
7.8,15,Harrier Centre
7.8,16,Ewell Court House
7.8,17,Stoneleigh Train Station
7.8,18,Nonsuch Mansion House
7.8,19,Nonsuch
7.8,20,Ewell East Train Station
7.8,21,Nescott College
7.8,22,Ntunetta (Ewell)
7.8,23,The Watch House
7.8,24,Ewell West Train Station
7.8,25,Nova Forca
7.8,26,Glyn School
7.8,27,Opposite Pets at Home
7.8,28,Epsom Odeon
7.8,29,Metropolis
7.9,0,Metropolis
7.9,1,Epsom Train Station
7.9,2,The Clock Tower
7.9,3,Epsom Playhouse
7.9,4,Epsom Methodist Scout Group
7.9,5,Epsom Town Hall
7.9,6,Epsom Racecourse
7.9,7,Epsom Hospital
7.9,8,Jolly Cooper Pub
7.9,9,Epsom Well
7.9,10,Little Acres Lodge
7.9,11,Hobbledown Farm
7.9,12,Long Grove Skate Park
7.9,13,Adventure Golf
7.9,14,Danetree Primary School
7.9,15,Harrier Centre
7.9,16,Ewell Court House
7.9,17,Stoneleigh Train Station
7.9,18,Nonsuch Mansion House
7.9,19,Nonsuch
7.9,20,Ewell East Train Station
7.9,21,Nescott College
7.9,22,The Watch House
7.9,23,Ewell West Train Station
7.9,24,Nova Forca
7.9,25,Glyn School
7.9,26,Opposite Pets at Home
7.9,27,Epsom Odeon
7.9,28,Dominos (Epsom)
7.9,29,Metropolis
8,0,Metropolis
8,1,Epsom Train Station
8,2,The Clock Tower
8,3,Epsom Playhouse
8,4,Epsom Methodist Scout Group
8,5,Epsom Town Hall
8,6,Epsom Racecourse
8,7,Epsom Hospital
8,8,Jolly Cooper Pub
8,9,Epsom Well
8,10,Little Acres Lodge
8,11,Hobbledown Farm
8,12,Long Grove Skate Park
8,13,Adventure Golf
8,14,Danetree Primary School
8,15,Harrier Centre
8,16,Ewell Court House
8,17,Stoneleigh Train Station
8,18,Nonsuch Mansion House
8,19,Nonsuch
8,20,Ewell East Train Station
8,21,Nescott College
8,22,Ntunetta (Ewell)
8,23,The Watch House
8,24,Ewell West Train Station
8,25,Nova Forca
8,26,Glyn School
8,27,Opposite Pets at Home
8,28,Epsom Odeon
8,29,Metropolis
